Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Rep Label,File Label,Permalink
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157702171,Cyber disobedience : Gandhian Cyberpunks.,No,http://hdl.handle.net/1959.14/10938,Cyber disobedience : Gandhian Cyberpunks,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157702171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157802171,Morphings and ur-forms : from flâneur to driveur.,No,http://hdl.handle.net/1959.14/31381,Morphings and ur-forms : from flâneur to driveur,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157802171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157902171,"Deus est machina : technology, religion and Derrida's autoimmunity.",No,http://hdl.handle.net/1959.14/12160,"Deus est machina : technology, religion and Derrida's autoimmunity",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157902171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158002171,"The Three Cs of fashion media today : convergence, creativity and control.",No,http://hdl.handle.net/1959.14/111191,"The Three Cs of fashion media today : convergence, creativity and control",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158002171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158102171,Writing on the screen.,No,http://hdl.handle.net/1959.14/12150,Writing on the screen,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158102171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158202171,Re-telling history in the digital age : the scripting of 'Hunt Angels'.,No,http://hdl.handle.net/1959.14/20410,Re-telling history in the digital age : the scripting of 'Hunt Angels',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158202171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158302171,"S,M,L,XL : feature film across the screenscape.",No,http://hdl.handle.net/1959.14/70062,"S,M,L,XL : feature film across the screenscape",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158302171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158402171,Kookaburra v. Down Under : it's just overkill.,No,http://hdl.handle.net/1959.14/111170,Kookaburra v. Down Under : it's just overkill,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158402171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158502171,Dreaming a connection : reflections on the documentary subject/filmmaker relationship.,No,http://hdl.handle.net/1959.14/111150,Dreaming a connection : reflections on the documentary subject/filmmaker relationship,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158502171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158602171,The Cultural biographies and social lives of Manga : lessons from the Mangaverse.,No,http://hdl.handle.net/1959.14/70050,The Cultural biographies and social lives of Manga : lessons from the Mangaverse,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158602171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158702171,A Radio d'auteur : the documentaire de creation of Kaye Mortley.,No,http://hdl.handle.net/1959.14/111157,A Radio d'auteur : the documentaire de creation of Kaye Mortley,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158702171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158802171,'When the grinding starts' : negotiating touch in rehearsal.,No,http://hdl.handle.net/1959.14/70061,'When the grinding starts' : negotiating touch in rehearsal,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158802171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133158902171,Critical dialogues 1.,No,http://hdl.handle.net/1959.14/70070,Critical dialogues 1,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133158902171
Scan Magazine Collection,81271192270002171,99245133264002171,Book review : 'Interzone : media arts in Australia'.,No,http://hdl.handle.net/1959.14/34737,Book review : 'Interzone : media arts in Australia',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264002171
Scan Magazine Collection,81271192270002171,99245133264102171,Immersed in soft space : an interview with Melinda Rackham.,No,http://hdl.handle.net/1959.14/34856,Immersed in soft space : an interview with Melinda Rackham,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264102171
Scan Magazine Collection,81271192270002171,99245133264202171,"On reason and emotions, translation, post-colonialism and other difficulties.",No,http://hdl.handle.net/1959.14/33259,"On reason and emotions, translation, post-colonialism and other difficulties",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264202171
Scan Magazine Collection,81271192270002171,99245133264302171,Digital architecture?,No,http://hdl.handle.net/1959.14/34756,Digital architecture?,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264302171
Scan Magazine Collection,81271192270002171,99245133264402171,Light moves : discussion notes : Imaging the City.,No,http://hdl.handle.net/1959.14/34826,Light moves : discussion notes : Imaging the City,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264402171
Scan Magazine Collection,81271192270002171,99245133264502171,For love or money : the future of the Australian essay.,No,http://hdl.handle.net/1959.14/34796,For love or money : the future of the Australian essay,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264502171
Scan Magazine Collection,81271192270002171,99245133264602171,Now and then : 25 years of electronic art : timeshift at Ars Electronica.,No,http://hdl.handle.net/1959.14/34784,Now and then : 25 years of electronic art : timeshift at Ars Electronica,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264602171
Scan Magazine Collection,81271192270002171,99245133264702171,"Bestsellers and backlists : interview with Pete Ayrton, Serpent's Tail.",No,http://hdl.handle.net/1959.14/34816,"Bestsellers and backlists : interview with Pete Ayrton, Serpent's Tail",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264702171
Scan Magazine Collection,81271192270002171,99245133264802171,What is happening to music?,No,http://hdl.handle.net/1959.14/33275,What is happening to music?,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264802171
Scan Magazine Collection,81271192270002171,99245133264902171,Singapore : the missing T in creativity.,No,http://hdl.handle.net/1959.14/33173,Singapore : the missing T in creativity,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133264902171
Scan Magazine Collection,81271192270002171,99245133265002171,Social interactions on LiveJournal : fandom interactivity.,No,http://hdl.handle.net/1959.14/33123,Social interactions on LiveJournal : fandom interactivity,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265002171
Scan Magazine Collection,81271192270002171,99245133265102171,Speaking of what can be heard.,No,http://hdl.handle.net/1959.14/33195,Speaking of what can be heard,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265102171
Scan Magazine Collection,81271192270002171,99245133265202171,Contemporary slumber.,No,http://hdl.handle.net/1959.14/33185,Contemporary slumber,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265202171
Scan Magazine Collection,81271192270002171,99245133265302171,Culture is difference : the art of Fan Dongwang.,No,http://hdl.handle.net/1959.14/34048,Culture is difference : the art of Fan Dongwang,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265302171
Scan Magazine Collection,81271192270002171,99245133265402171,Selling my baby : marketing independent film.,No,http://hdl.handle.net/1959.14/34836,Selling my baby : marketing independent film,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265402171
Scan Magazine Collection,81271192270002171,99245133265502171,George Gittoes : a scavenger for meaning.,No,http://hdl.handle.net/1959.14/34060,George Gittoes : a scavenger for meaning,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265502171
Scan Magazine Collection,81271192270002171,99245133265602171,Our digital noology : Catherine Perret in conversation with Joseph Nechvatal.,No,http://hdl.handle.net/1959.14/33151,Our digital noology : Catherine Perret in conversation with Joseph Nechvatal,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265602171
Scan Magazine Collection,81271192270002171,99245133265702171,The Odour of a rose : media arts at the Sydney Biennale.,No,http://hdl.handle.net/1959.14/33247,The Odour of a rose : media arts at the Sydney Biennale,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265702171
Scan Magazine Collection,81271192270002171,99245133265802171,Tampa : performance/sculpture/photography/web.,No,http://hdl.handle.net/1959.14/34038,Tampa : performance/sculpture/photography/web,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265802171
Scan Magazine Collection,81271192270002171,99245133265902171,Awesome . . . I shot that! (The Beastie Boys).,No,http://hdl.handle.net/1959.14/34735,Awesome . . . I shot that! (The Beastie Boys),Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133265902171
Scan Magazine Collection,81271192270002171,99245133266002171,Ripples in time – new work from Chris Welsby.,No,http://hdl.handle.net/1959.14/33218,Ripples in time – new work from Chris Welsby,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133266002171
